shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
1,40.73152628919,-74.032365537682,13,0.39906623
1,40.731123587311,-74.032735987751,14,0.43298172
1,40.7307046227,-74.032956234116,15,0.46414021
1,40.729896276221,-74.033286692451,16,0.52260741
1,40.729264450602,-74.033457286038,17,0.56716459
1,40.728460711967,-74.033596227011,18,0.62316932
1,40.727022779971,-74.033831727509,19,0.7232783
1,40.726957735152,-74.033853185181,20,0.72791058
1,40.726446935256,-74.033904642853,21,0.76330444
1,40.725837224379,-74.034018100525,22,0.80584617
1,40.725192076194,-74.034152532402,23,0.85097181
1,40.724265206351,-74.034341990074,24,0.91577303
1,40.723556074991,-74.034461869698,25,0.96516735
1,40.722921860138,-74.03457050528,26,1.00935291
1,40.721937818752,-74.034758869698,27,1.07805209
1,40.721129925323,-74.034866191124,28,1.13415163
1,40.720020231466,-74.035115750649,29,1.21192608
1,40.719156736781,-74.03525538623,30,1.27203131
1,40.718494015492,-74.035377479485,31,1.31826291
1,40.717788004038,-74.03555167889,32,1.36788691
1,40.717717195823,-74.035568936599,33,1.37286216
1,40.71764232166,-74.035631791862,34,1.37899343
1,40.717563725967,-74.035872837374,35,1.39273441
1,40.71754713485,-74.036049509871,36,1.40205663
1,40.717548840181,-74.036228864576,37,1.4114495
1,40.717559185502,-74.036387432162,38,1.41978383
1,40.717616288386,-74.036688156825,39,1.43601808
1,40.717748790406,-74.037125991402,40,1.46070562
1,40.717911424834,-74.037624882278,41,1.48914425
1,40.718288119192,-74.038763262566,42,1.55418951
1,40.718732591583,-74.040144005943,43,1.63274317
1,40.719178394675,-74.041478041664,44,1.70908822
1,40.719496248755,-74.042529869381,45,1.76838303
1,40.719635208538,-74.042465898148,46,1.77855144
1,40.719643340038,-74.042465898148,47,1.77911104
1,40.719500868483,-74.042603219574,48,1.79130129
1,40.720358891316,-74.045323847885,49,1.94560548
1,40.720757445062,-74.04663735582,50,2.01969242
1,40.721066373677,-74.047581816147,51,2.07355651
1,40.721352192974,-74.048406428589,52,2.12103686
1,40.721718144561,-74.049577378326,53,2.18735927
1,40.721944571471,-74.050344395523,54,2.23046122
1,40.72207355878,-74.051131648163,55,2.2726358
1,40.722343087319,-74.052003445786,56,2.32193702
1,40.722677830594,-74.053157277802,57,2.38662903
1,40.722916549002,-74.053750447113,58,2.4217958
1,40.723392271158,-74.054385600555,59,2.46855411
1,40.724159284557,-74.055302431244,60,2.54005815
1,40.724623962188,-74.05572121167,61,2.57893642
1,40.725664738473,-74.056394076752,62,2.65901059
1,40.726294875362,-74.056513025162,63,2.70298994
1,40.726950783661,-74.056949244736,64,2.75373699
1,40.727874041974,-74.057978921982,65,2.83725571
1,40.728628913692,-74.058836584686,66,2.90607789
1,40.72945417953,-74.05970780426,67,2.97909607
1,40.730354073776,-74.060789586014,68,3.0631996
1,40.731188903129,-74.061807636276,69,3.14173444
1,40.732040202666,-74.062827583359,70,3.221175
1,40.732397751768,-74.063279990768,71,3.25539837
1,40.73258209059,-74.063505363785,72,3.27276006
1,40.732986,-74.062889,73,3.3154219
2,40.732986,-74.062889,0,0
2,40.732727272289,-74.063402824745,1,0.03229824
2,40.732167566503,-74.062772298286,2,0.08314187
2,40.731530620604,-74.062041483467,3,0.1414558
2,40.7307132912,-74.06111562635,4,0.2158765
2,40.72921990241,-74.059373379654,5,0.35359462
2,40.727974448233,-74.057942910728,6,0.4676718
2,40.727344297749,-74.057254081368,7,0.52420674
2,40.726739828339,-74.056691461655,8,0.57531344
2,40.725940326021,-74.056477910728,9,0.63167134
2,40.725407548839,-74.056307793007,10,0.66954329
2,40.724755627691,-74.055867750015,11,0.72013556
2,40.724235105447,-74.055457936523,12,0.76201358
2,40.723660480525,-74.05472130954,13,0.81736541
2,40.72313602273,-74.053990817474,14,0.87005292
2,40.722721306387,-74.053275037048,15,0.91723005
2,40.722451763522,-74.052416374344,16,0.96589525
2,40.722221390818,-74.051574645508,17,1.01275569
2,40.722038384402,-74.050918034393,18,1.04938851
2,40.721832187783,-74.049960084656,19,1.10153268
2,40.721489308981,-74.048849167984,20,1.16434175
2,40.721165217504,-74.047871493393,21,1.22021819
2,40.720709817871,-74.04638940741,22,1.30396022
2,40.720498360225,-74.045658882278,23,1.34490781
2,40.720246357732,-74.044931119049,24,1.38680493
2,40.720071567817,-74.044281609787,25,1.42289595
2,40.719800436315,-74.043471357147,26,1.46927522
2,40.719678463992,-74.043058296959,27,1.49248832
2,40.719525263031,-74.042581761902,28,1.5195937
2,40.719647405788,-74.04246053373,29,1.53015357
2,40.719545761968,-74.042433711639,30,1.5373156
2,40.719231249772,-74.041708711639,31,1.58105859
2,40.719131039338,-74.041410008598,32,1.59816387
2,40.719045657877,-74.041163245369,33,1.6123684
2,40.718691977911,-74.040037005943,34,1.67620549
2,40.718161885249,-74.038351036354,35,1.77178638
2,40.717655221287,-74.03681973674,36,1.85928127
2,40.717560329755,-74.03636254097,37,1.88410403
2,40.717555575666,-74.036080298904,38,1.89888737
2,40.717569462129,-74.035872122646,39,1.90983073
2,40.717635360539,-74.035674157202,40,1.92115289
2,40.717706935479,-74.03557249227,41,1.9284191
2,40.718410749169,-74.035403772114,42,1.97784174
2,40.71998907968,-74.035118379593,43,2.08790786
2,40.722377124567,-74.034647531708,44,2.25472984
2,40.723641427472,-74.034466912689,45,2.34259103
2,40.725505189569,-74.03408812632,46,2.4728768
2,40.726965865757,-74.033837091927,47,2.57464725
2,40.727039041165,-74.033863914017,48,2.57989413
2,40.727662524409,-74.033734269836,49,2.62350208
2,40.72832913315,-74.03363889682,50,2.66982801
2,40.729200561025,-74.033466048935,51,2.73071134
2,40.729875243665,-74.033264641525,52,2.778503
2,40.730673439805,-74.033015403427,53,2.83517318
2,40.730960955552,-74.03279838623,54,2.85805748
2,40.731269944558,-74.032603724854,55,2.88171349
2,40.731615418036,-74.032247232788,56,2.91201301
2,40.731877354984,-74.031910944428,57,2.93726147
2,40.732107909864,-74.031301519821,58,2.97292279
2,40.732225723646,-74.030686349182,59,3.00614229
2,40.732243050149,-74.03011527774,60,3.03606422
2,40.732355459037,-74.029802279068,61,3.05419816
2,40.732549037903,-74.029598111084,62,3.0713192
2,40.732722356588,-74.029491689133,63,3.08452654
2,40.73377917851,-74.029406148132,64,3.15767959
2,40.734957011948,-74.02939538623,65,3.23905806
2,40.735684430695,-74.029379421951,66,3.28932237
2,40.735794179395,-74.029304320099,67,3.29786351
2,40.735858,-74.02922,68,3.30410278
2,40.735777899042,-74.029304932541,70,3.31120187
2,40.735651891229,-74.029374669975,71,3.32064222
2,40.735235392038,-74.029386233799,72,3.34942448
2,40.734424601248,-74.029397797623,73,3.40544526
2,40.733377953681,-74.029438847191,74,3.47779005
2,40.732729655997,-74.029501354431,75,3.52270029
2,40.732545764811,-74.02922426712,76,3.54198397
2,40.73241824879,-74.02898521553,77,3.5572893
2,40.732324414817,-74.028616417908,78,3.57765673
2,40.732329708431,-74.028208433777,79,3.59901947
2,40.732364726031,-74.027006515778,80,3.66199125
2,40.732394808775,-74.02490546286,81,3.77200949
2,40.732414850006,-74.022607306763,82,3.89233515
2,40.732446967753,-74.021160915344,83,3.96809203
2,40.732494261795,-74.015701161407,84,4.25395045
2,40.732518828125,-74.013093732819,85,4.39047013
2,40.732507875122,-74.011486753998,86,4.47460518
2,40.732681448352,-74.010048835998,87,4.55083493
2,40.732759415183,-74.009475870392,88,4.58131163
2,40.732876210049,-74.00870477581,89,4.62247981
2,40.733083454509,-74.007113420971,90,4.70701439
2,40.732933,-74.007072,91,4.7176334
2,40.733063376705,-74.006347192451,93,4.75663417
2,40.733220598109,-74.005356156731,94,4.80964317
2,40.733402014426,-74.004219544289,95,4.87045436
2,40.73357840425,-74.003059255928,96,4.93240953
2,40.733764107205,-74.001874426567,97,4.99575192
2,40.733902421332,-74.00081586837,98,5.05198837
2,40.734010497257,-74.000053322754,99,5.09260209
2,40.734069,-73.999656,100,5.11379214
2,40.734150259457,-73.999223186508,101,5.13713618
2,40.734249,-73.999107,102,5.14627615
2,40.734783,-73.99871,104,5.18862166
2,40.735031,-73.998542,105,5.20788151
2,40.735389,-73.998275,106,5.23629217
2,40.73603,-73.997802,107,5.28703147
2,40.736667,-73.997337,108,5.33732561
2,40.737354,-73.996849,109,5.39122886
2,40.737361,-73.996841,111,5.39186963
2,40.738044,-73.996337,112,5.44593334
2,40.738685,-73.995872,113,5.4964691
2,40.739273,-73.995445,114,5.54283764
2,40.73986,-73.995018,115,5.58914557
2,40.74044,-73.99459,116,5.63505594
2,40.741031,-73.994163,117,5.68160594
2,40.741615,-73.993736,118,5.72773214
2,40.742233,-73.993293,119,5.7763206
2,40.7429,-73.992805,120,5.82901016
2,40.742912,-73.992797,121,5.82994096
2,40.743568,-73.992317,123,5.88176264
2,40.744186,-73.991874,124,5.93035074
2,40.7448,-73.991416,125,5.97907762
2,40.745422,-73.990966,126,6.02808368
2,40.746036,-73.990516,127,6.07660565
2,40.746658,-73.990066,128,6.1256115
2,40.747276,-73.989616,129,6.17437506
2,40.747894,-73.989158,130,6.22334213
2,40.748504,-73.988708,131,6.27162222
2,40.749037136642,-73.988332652779,132,6.31336838
2,40.749114,-73.988273,133,6.31952881
3,40.712714623985,-74.011943033413,0,0
3,40.71268981569,-74.012090635929,1,0.00791748
3,40.713209872761,-74.013327215305,2,0.0819764
3,40.714280659411,-74.01573421698,3,0.22813427
3,40.714802386951,-74.017341966995,4,0.31972076
3,40.715135549285,-74.018694411453,5,0.39419182
3,40.715357998634,-74.020119228928,6,0.4703724
3,40.715634300051,-74.022104030533,7,0.57604961
3,40.716003447409,-74.025095703796,8,0.73477719
3,40.716386580421,-74.028229633499,9,0.90101203
3,40.71688127491,-74.032370388886,10,1.12052569
3,40.7169016045,-74.032391846558,11,1.12232456
3,40.716945,-74.033004,12,1.15452056
3,40.717119922682,-74.033986813492,13,1.2073866
3,40.717202581648,-74.034467746033,14,1.23321048
3,40.717272988535,-74.035012186508,15,1.26213257
3,40.717375922463,-74.035384965607,16,1.28290864
3,40.717611743575,-74.035492253967,17,1.3001429
3,40.718082,-74.035484,18,1.33263576
3,40.719394,-74.035209,19,1.42441851
3,40.7201,-74.035072,20,1.47372075
3,40.720528233805,-74.035004253967,21,1.5035194
3,40.721784565541,-74.034764202377,22,1.59122477
3,40.722922951238,-74.034566234116,23,1.67055602
3,40.723825537066,-74.034388403427,24,1.73360704
3,40.7245899032,-74.034266403427,25,1.78680207
3,40.725397702786,-74.034123589935,26,1.84311164
3,40.726419667921,-74.033936861099,27,1.91439291
3,40.726965655847,-74.033852318771,28,1.95237404
3,40.727039041165,-74.033863914017,29,1.95747975
3,40.727662524409,-74.033734269836,30,2.00108771
3,40.72832913315,-74.03363889682,31,2.04741364
3,40.729200561025,-74.033466048935,32,2.10829697
3,40.729875243665,-74.033264641525,33,2.15608863
3,40.730673439805,-74.033015403427,34,2.21275881
3,40.730960955552,-74.03279838623,35,2.23564311
3,40.731269944558,-74.032603724854,36,2.25929912
3,40.731615418036,-74.032247232788,37,2.28959863
3,40.731877354984,-74.031910944428,38,2.31484709
3,40.732107909864,-74.031301519821,39,2.35050842
3,40.732225723646,-74.030686349182,40,2.38372791
3,40.732243050149,-74.03011527774,41,2.41364985
3,40.732355459037,-74.029802279068,42,2.43178379
3,40.732549037903,-74.029598111084,43,2.44890482
3,40.732722356588,-74.029491689133,44,2.46211217
3,40.73377917851,-74.029406148132,45,2.53526522
3,40.734957011948,-74.02939538623,46,2.61664368
3,40.735684430695,-74.029379421951,47,2.666908
3,40.735794179395,-74.029304320099,48,2.67544913
3,40.735858,-74.02922,49,2.68168841
4,40.749114,-73.988273,0,0
4,40.747609531294,-73.98938738623,1,0.11919115
4,40.745953428053,-73.990544878296,2,0.24866188
4,40.744652691968,-73.991536875641,3,0.35245222
4,40.743303108639,-73.992516317444,4,0.45886036
4,40.7429,-73.992805,5,0.49054666
4,40.742912,-73.992797,6,0.49147746
4,40.742373088497,-73.993207493393,7,0.5344664
4,40.739914186254,-73.994975306885,8,0.72792118
4,40.738889921445,-73.995715596573,9,0.80860384
4,40.737975823747,-73.996414320099,10,0.88158655
4,40.737354,-73.996849,11,0.93020268
4,40.737361,-73.996841,13,0.93084345
4,40.736202622701,-73.997659249985,14,1.02161832
4,40.735126148858,-73.99848045369,15,1.10752335
4,40.734544587943,-73.99889425264,16,1.15317122
4,40.734359599612,-73.999038114086,17,1.16800601
4,40.734249,-73.999107,18,1.17645581
4,40.734096041009,-73.999482476196,20,1.19877373
4,40.733917817063,-74.00069030423,21,1.26319463
4,40.733818495684,-74.001435347221,22,1.30279883
4,40.733714009819,-74.002191152115,23,1.34302059
4,40.733615,-74.002822,24,1.37674839
4,40.73336,-74.004241,25,1.45309802
4,40.733139,-74.005828,26,1.53757419
4,40.733055,-74.006408,27,1.56848884
4,40.732933,-74.007072,28,1.60425889
4,40.73308746747,-74.007129667494,29,1.6153499
4,40.732852,-74.008970392868,30,1.71308195
4,40.732693389721,-74.01010167263,31,1.77331391
4,40.732595830783,-74.010796364765,32,1.81030309
4,40.732538921336,-74.012307789545,33,1.88952967
4,40.732538921336,-74.013819214325,34,1.96865864
4,40.732356404521,-74.026992769806,35,2.65846195
4,40.732338971466,-74.028620501297,36,2.74368881
4,40.732519468235,-74.029181869003,37,2.7756149
4,40.732688786023,-74.029480413986,38,2.79513762
4,40.733053091233,-74.029469365051,39,2.82031404
4,40.733844273609,-74.02941658728,40,2.87504662
4,40.735022048948,-74.029384657394,41,2.95643629
4,40.735359248297,-74.029411608459,42,2.979776
4,40.735643782982,-74.029400879623,43,2.99944256
4,40.735858,-74.02922,44,3.01701283
4,40.73572242756,-74.029348296959,46,3.02853876
4,40.735586854844,-74.029390763229,47,3.03816579
4,40.735249760075,-74.029387068787,48,3.06145641
4,40.733534287751,-74.029407914017,49,3.1799834
4,40.732958046165,-74.029483048935,50,3.21998979
4,40.732722356588,-74.029502417969,51,3.23630527
4,40.732516518203,-74.029641026428,52,3.2522711
4,40.732339199141,-74.029888109756,53,3.27008739
4,40.732243050149,-74.030093820068,54,3.28274108
4,40.732201210325,-74.030670797562,55,3.3130862
4,40.732006486851,-74.031624637543,56,3.36480424
4,40.731798908521,-74.032016545284,57,3.38983777
4,40.73152628919,-74.032365537682,58,3.41607906
4,40.731123587311,-74.032735987751,59,3.44999456
4,40.7307046227,-74.032956234116,60,3.48115305
4,40.729896276221,-74.033286692451,61,3.53962024
4,40.729264450602,-74.033457286038,62,3.58417743
4,40.728460711967,-74.033596227011,63,3.64018215
4,40.727022779971,-74.033831727509,64,3.74029113
4,40.726957735152,-74.033853185181,65,3.74492341
4,40.726446935256,-74.033904642853,66,3.78031727
4,40.725837224379,-74.034018100525,67,3.822859
4,40.725192076194,-74.034152532402,68,3.86798465
4,40.724265206351,-74.034341990074,69,3.93278586
4,40.723556074991,-74.034461869698,70,3.98218018
4,40.722921860138,-74.03457050528,71,4.02636575
4,40.721937818752,-74.034758869698,72,4.09506492
4,40.721129925323,-74.034866191124,73,4.15116446
4,40.720020231466,-74.035115750649,74,4.22893891
4,40.719156736781,-74.03525538623,75,4.28904414
4,40.718494015492,-74.035377479485,76,4.33527575
4,40.717788004038,-74.03555167889,77,4.38489974
4,40.717717195823,-74.035568936599,78,4.38987499
4,40.71764232166,-74.035631791862,79,4.39600626
4,40.717563725967,-74.035872837374,80,4.40974724
4,40.71754713485,-74.036049509871,81,4.41906946
4,40.717548840181,-74.036228864576,82,4.42846233
4,40.717559185502,-74.036387432162,83,4.43679667
4,40.717616288386,-74.036688156825,84,4.45303091
4,40.717748790406,-74.037125991402,85,4.47771845
4,40.717911424834,-74.037624882278,86,4.50615709
4,40.718288119192,-74.038763262566,87,4.57120234
4,40.718732591583,-74.040144005943,88,4.649756
4,40.719178394675,-74.041478041664,89,4.72610106
4,40.719496248755,-74.042529869381,90,4.78539586
4,40.719635208538,-74.042465898148,91,4.79556427
4,40.719643340038,-74.042465898148,92,4.79612387
4,40.719500868483,-74.042603219574,93,4.80831412
4,40.720358891316,-74.045323847885,94,4.96261831
4,40.720757445062,-74.04663735582,95,5.03670525
4,40.721066373677,-74.047581816147,96,5.09056934
4,40.721352192974,-74.048406428589,97,5.13804969
4,40.721718144561,-74.049577378326,98,5.20437211
4,40.721944571471,-74.050344395523,99,5.24747405
4,40.72207355878,-74.051131648163,100,5.28964863
4,40.722343087319,-74.052003445786,101,5.33894985
4,40.722677830594,-74.053157277802,102,5.40364186
4,40.722916549002,-74.053750447113,103,5.43880864
4,40.723392271158,-74.054385600555,104,5.48556694
4,40.724159284557,-74.055302431244,105,5.55707099
4,40.724623962188,-74.05572121167,106,5.59594925
4,40.725664738473,-74.056394076752,107,5.67602342
4,40.726294875362,-74.056513025162,108,5.72000277
4,40.726950783661,-74.056949244736,109,5.77074982
4,40.727874041974,-74.057978921982,110,5.85426854
4,40.728628913692,-74.058836584686,111,5.92309073
4,40.72945417953,-74.05970780426,112,5.9961089
4,40.730354073776,-74.060789586014,113,6.08021243
4,40.731188903129,-74.061807636276,114,6.15874727
4,40.732040202666,-74.062827583359,115,6.23818784
4,40.732397751768,-74.063279990768,116,6.2724112
4,40.73258209059,-74.063505363785,117,6.2897729
4,40.732986,-74.062889,118,6.33243473
5,40.732986,-74.062889,0,0
5,40.732727272289,-74.063402824745,1,0.03229824
5,40.732167566503,-74.062772298286,2,0.08314187
5,40.731530620604,-74.062041483467,3,0.1414558
5,40.7307132912,-74.06111562635,4,0.2158765
5,40.72921990241,-74.059373379654,5,0.35359462
5,40.727974448233,-74.057942910728,6,0.4676718
5,40.727344297749,-74.057254081368,7,0.52420674
5,40.726739828339,-74.056691461655,8,0.57531344
5,40.725940326021,-74.056477910728,9,0.63167134
5,40.725407548839,-74.056307793007,10,0.66954329
5,40.724755627691,-74.055867750015,11,0.72013556
5,40.724235105447,-74.055457936523,12,0.76201358
5,40.723660480525,-74.05472130954,13,0.81736541
5,40.72313602273,-74.053990817474,14,0.87005292
5,40.722721306387,-74.053275037048,15,0.91723005
5,40.722451763522,-74.052416374344,16,0.96589525
5,40.722221390818,-74.051574645508,17,1.01275569
5,40.722038384402,-74.050918034393,18,1.04938851
5,40.721832187783,-74.049960084656,19,1.10153268
5,40.721489308981,-74.048849167984,20,1.16434175
5,40.721165217504,-74.047871493393,21,1.22021819
5,40.720709817871,-74.04638940741,22,1.30396022
5,40.720498360225,-74.045658882278,23,1.34490781
5,40.720246357732,-74.044931119049,24,1.38680493
5,40.720071567817,-74.044281609787,25,1.42289595
5,40.719800436315,-74.043471357147,26,1.46927522
5,40.719678463992,-74.043058296959,27,1.49248832
5,40.719525263031,-74.042581761902,28,1.5195937
5,40.719647405788,-74.04246053373,29,1.53015357
5,40.719545761968,-74.042433711639,30,1.5373156
5,40.719231249772,-74.041708711639,31,1.58105859
5,40.719131039338,-74.041410008598,32,1.59816387
5,40.719045657877,-74.041163245369,33,1.6123684
5,40.718691977911,-74.040037005943,34,1.67620549
5,40.718161885249,-74.038351036354,35,1.77178638
5,40.717655221287,-74.03681973674,36,1.85928127
5,40.717560329755,-74.03636254097,37,1.88410403
5,40.717555575666,-74.036080298904,38,1.89888737
5,40.717569462129,-74.035872122646,39,1.90983073
5,40.717635360539,-74.035674157202,40,1.92115289
5,40.717706935479,-74.03557249227,41,1.9284191
5,40.718410749169,-74.035403772114,42,1.97784174
5,40.71998907968,-74.035118379593,43,2.08790786
5,40.722377124567,-74.034647531708,44,2.25472984
5,40.723641427472,-74.034466912689,45,2.34259103
5,40.725505189569,-74.03408812632,46,2.4728768
5,40.726965865757,-74.033837091927,47,2.57464725
5,40.727087824726,-74.033799541,48,2.58329969
5,40.727938961523,-74.033680625656,49,2.64243343
5,40.728930782902,-74.033520879623,50,2.71146693
5,40.729501382642,-74.033401675919,51,2.75138067
5,40.730249234109,-74.033135895493,52,2.80489073
5,40.730966124647,-74.032822284378,53,2.85707125
5,40.731505671178,-74.032422876968,54,2.89981306
5,40.731847177698,-74.031938537018,55,2.93444986
5,40.732111157559,-74.031127708984,56,2.98065237
5,40.732226454212,-74.030132657394,57,3.03335299
5,40.73227240686,-74.028569173294,58,3.1152694
5,40.732121769531,-74.025345161407,59,3.28438042
5,40.731957684259,-74.022438870453,60,3.43695899
5,40.731689570414,-74.016526960358,61,3.74702772
5,40.731431977659,-74.012357748688,62,3.96602979
5,40.731306080568,-74.01014330423,63,4.08229249
5,40.731149963103,-74.008947425934,64,4.14582494
5,40.731095856626,-74.008376450401,65,4.17595118
5,40.73115483712,-74.008150824745,66,4.18844687
5,40.731225488521,-74.008018095909,67,4.19693878
5,40.73132985869,-74.007953049282,68,4.20491319
5,40.731483009033,-74.007898731491,69,4.21586989
5,40.731981916884,-74.007771367073,70,4.25097849
5,40.732713544946,-74.007593536385,71,4.30237691
5,40.732770454243,-74.007545256622,72,4.30705144
5,40.732855805106,-74.007410849213,73,4.31623225
5,40.732924896107,-74.007265712967,74,4.32520548
5,40.732961454561,-74.007078705522,75,4.33531641
5,40.732933,-74.007072,76,4.33731416
5,40.733063376705,-74.006347192451,77,4.37631493
5,40.733220598109,-74.005356156731,78,4.42932393
5,40.733402014426,-74.004219544289,79,4.49013512
5,40.73357840425,-74.003059255928,80,4.55209029
5,40.733764107205,-74.001874426567,81,4.61543268
